cutsheet_url,pid,year,assessment,taxes
https://www.viewpoint.ca/cutsheet/202604115/1/252-Hillside-Drive-Boutiliers-Point,00469635,2021,274700.00,
https://www.viewpoint.ca/cutsheet/202604115/1/252-Hillside-Drive-Boutiliers-Point,00469635,2022,301500.00,
https://www.viewpoint.ca/cutsheet/202604115/1/252-Hillside-Drive-Boutiliers-Point,00469635,2023,361400.00,
https://www.viewpoint.ca/cutsheet/202604115/1/252-Hillside-Drive-Boutiliers-Point,00469635,2024,451900.00,
https://www.viewpoint.ca/cutsheet/202604115/1/252-Hillside-Drive-Boutiliers-Point,00469635,2025,482400.00,
https://www.viewpoint.ca/cutsheet/202604115/1/252-Hillside-Drive-Boutiliers-Point,00469635,2026,511300.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2008,72300,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2009,83700,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2010,87800,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2011,93000,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2012,97300,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2013,105200,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2014,108200,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2015,133400,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2016,167500,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2017,164100.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2018,164200.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2019,162400.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2020,163900.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2021,163000.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2022,166000.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2023,217900.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2024,259500.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2025,281500.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2026,313200.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2008,1075900,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2009,1174700,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2010,1277100,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2011,1307800,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2012,1418900,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2013,1425100,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2014,1455400,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2015,1439500,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2016,1441300,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2017,1480700.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2018,1473800.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2019,1471500.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2020,1500800.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2021,1509200.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2022,1563000.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2023,1574400.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2024,2236800.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2025,1622100.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2026,1631400.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2008,21000,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2009,22700,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2010,24300,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2011,26700,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2012,60000,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2013,60000,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2014,60000,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2015,319700,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2016,403000,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2017,402600.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2018,402000.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2019,492900.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2020,495500.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2021,492200.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2022,566400.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2023,776000.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2024,850200.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2025,895100.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2026,908800.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2008,200400,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2009,216500,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2010,228700,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2011,239700,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2012,354000,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2013,361000,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2014,364200,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2015,369600,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2016,362400,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2017,367300.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2018,367200.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2019,364100.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2020,365000.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2021,366000.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2022,366300.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2023,479000.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2024,640600.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2025,720400.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2026,752000.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2008,111700,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2009,121100,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2010,129200,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2011,135800,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2012,142200,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2013,148200,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2014,151200,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2015,149600,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2016,146300,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2017,144600.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2018,143600.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2019,143300.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2020,143600.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2021,144200.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2022,146300.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2023,196300.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2024,339900.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2025,413700.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2026,435300.00,
https://www.viewpoint.ca/cutsheet/202515935/1/7026-St-Margarets-Bay-Road-Boutiliers-Point,41509423,2022,242000.00,
https://www.viewpoint.ca/cutsheet/202515935/1/7026-St-Margarets-Bay-Road-Boutiliers-Point,41509423,2023,287500.00,
https://www.viewpoint.ca/cutsheet/202515935/1/7026-St-Margarets-Bay-Road-Boutiliers-Point,41509423,2024,1205200.00,
https://www.viewpoint.ca/cutsheet/202515935/1/7026-St-Margarets-Bay-Road-Boutiliers-Point,41509423,2025,2174700.00,
https://www.viewpoint.ca/cutsheet/202515935/1/7026-St-Margarets-Bay-Road-Boutiliers-Point,41509423,2026,2257100.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2008,214800,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2009,231200,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2010,243200,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2011,249800,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2012,265200,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2013,271000,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2014,276800,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2015,279500,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2016,278100,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2017,280600.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2018,281200.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2019,280300.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2020,283400.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2021,282700.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2022,305100.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2023,402900.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2024,528400.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2025,628100.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2026,617100.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2008,400100,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2009,432900,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2010,462500,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2011,484600,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2012,551200,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2013,560500,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2014,569500,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2015,573200,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2016,563000,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2017,558800.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2018,554200.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2019,560700.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2020,566700.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2021,565300.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2022,605300.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2023,792200.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2024,953100.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2025,1052700.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2026,1061300.00,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2008,260100,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2009,285000,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2010,306700,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2011,304500,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2012,302500,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2013,302100,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2014,312200,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2015,318500,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2016,309700,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2017,306600.00,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2018,305700.00,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2019,308800.00,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2020,312400.00,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2021,308300.00,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2022,347700.00,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2023,476400.00,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2024,575400.00,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2025,589000.00,
https://www.viewpoint.ca/cutsheet/202601005/1/89-Clearwood-Court-Head-Of-St-Margarets-Bay,41218918,2026,610100.00,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2008,180200,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2009,195200,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2010,207900,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2011,220300,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2012,207700,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2013,226100,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2014,232800,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2015,234500,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2016,238100,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2017,232900.00,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2018,231800.00,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2019,233100.00,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2020,228300.00,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2021,227200.00,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2022,239400.00,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2023,304500.00,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2024,368500.00,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2025,422100.00,
https://www.viewpoint.ca/cutsheet/202606215/1/323-Conrads-Road-Hubbards,40024390,2026,448800.00,
https://www.viewpoint.ca/cutsheet/202600695/1/120-Deeridge-Road-Black-Point,41518606,2023,,
https://www.viewpoint.ca/cutsheet/202600695/1/120-Deeridge-Road-Black-Point,41518606,2024,67500.00,
https://www.viewpoint.ca/cutsheet/202600695/1/120-Deeridge-Road-Black-Point,41518606,2025,67500.00,
https://www.viewpoint.ca/cutsheet/202600695/1/120-Deeridge-Road-Black-Point,41518606,2026,67500.00,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2008,118800,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2009,126800,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2010,134900,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2011,142700,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2012,147500,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2013,157200,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2014,156400,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2015,158700,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2016,158800,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2017,158300.00,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2018,160800.00,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2019,163300.00,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2020,167500.00,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2021,166800.00,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2022,185200.00,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2023,226400.00,
https://www.viewpoint.ca/cutsheet/202513813/1/9199-St-Margarets-Bay-Road-Queensland,40191611,2024,276000.00,
