cutsheet_url,pid,year,assessment,taxes
https://www.viewpoint.ca/cutsheet/202604115/1/252-Hillside-Drive-Boutiliers-Point,00469635,2021,274700.00,
https://www.viewpoint.ca/cutsheet/202604115/1/252-Hillside-Drive-Boutiliers-Point,00469635,2022,301500.00,
https://www.viewpoint.ca/cutsheet/202604115/1/252-Hillside-Drive-Boutiliers-Point,00469635,2023,361400.00,
https://www.viewpoint.ca/cutsheet/202604115/1/252-Hillside-Drive-Boutiliers-Point,00469635,2024,451900.00,
https://www.viewpoint.ca/cutsheet/202604115/1/252-Hillside-Drive-Boutiliers-Point,00469635,2025,482400.00,
https://www.viewpoint.ca/cutsheet/202604115/1/252-Hillside-Drive-Boutiliers-Point,00469635,2026,511300.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2008,72300,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2009,83700,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2010,87800,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2011,93000,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2012,97300,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2013,105200,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2014,108200,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2015,133400,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2016,167500,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2017,164100.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2018,164200.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2019,162400.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2020,163900.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2021,163000.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2022,166000.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2023,217900.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2024,259500.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2025,281500.00,
https://www.viewpoint.ca/cutsheet/202604203/1/1-Ingram-River-Lane-Ingramport,00458182,2026,313200.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2008,1075900,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2009,1174700,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2010,1277100,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2011,1307800,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2012,1418900,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2013,1425100,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2014,1455400,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2015,1439500,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2016,1441300,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2017,1480700.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2018,1473800.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2019,1471500.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2020,1500800.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2021,1509200.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2022,1563000.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2023,1574400.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2024,2236800.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2025,1622100.00,
https://www.viewpoint.ca/cutsheet/202525543/1/38-Lennox-Road-Black-Point,40846701,2026,1631400.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2008,21000,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2009,22700,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2010,24300,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2011,26700,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2012,60000,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2013,60000,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2014,60000,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2015,319700,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2016,403000,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2017,402600.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2018,402000.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2019,492900.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2020,495500.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2021,492200.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2022,566400.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2023,776000.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2024,850200.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2025,895100.00,
https://www.viewpoint.ca/cutsheet/202602615/1/331-Masons-Point-Road-Head-Of-St-Margarets-Bay,40044216,2026,908800.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2008,200400,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2009,216500,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2010,228700,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2011,239700,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2012,354000,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2013,361000,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2014,364200,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2015,369600,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2016,362400,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2017,367300.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2018,367200.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2019,364100.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2020,365000.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2021,366000.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2022,366300.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2023,479000.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2024,640600.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2025,720400.00,
https://www.viewpoint.ca/cutsheet/202604713/1/100-Meisners-Point-Road-Ingramport,40233496,2026,752000.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2008,111700,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2009,121100,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2010,129200,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2011,135800,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2012,142200,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2013,148200,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2014,151200,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2015,149600,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2016,146300,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2017,144600.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2018,143600.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2019,143300.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2020,143600.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2021,144200.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2022,146300.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2023,196300.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2024,339900.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2025,413700.00,
https://www.viewpoint.ca/cutsheet/202602198/1/8278-St-Margarets-Bay-Road-Black-Point,40020729,2026,435300.00,
https://www.viewpoint.ca/cutsheet/202515935/1/7026-St-Margarets-Bay-Road-Boutiliers-Point,41509423,2022,242000.00,
https://www.viewpoint.ca/cutsheet/202515935/1/7026-St-Margarets-Bay-Road-Boutiliers-Point,41509423,2023,287500.00,
https://www.viewpoint.ca/cutsheet/202515935/1/7026-St-Margarets-Bay-Road-Boutiliers-Point,41509423,2024,1205200.00,
https://www.viewpoint.ca/cutsheet/202515935/1/7026-St-Margarets-Bay-Road-Boutiliers-Point,41509423,2025,2174700.00,
https://www.viewpoint.ca/cutsheet/202515935/1/7026-St-Margarets-Bay-Road-Boutiliers-Point,41509423,2026,2257100.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2008,214800,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2009,231200,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2010,243200,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2011,249800,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2012,265200,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2013,271000,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2014,276800,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2015,279500,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2016,278100,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2017,280600.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2018,281200.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2019,280300.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2020,283400.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2021,282700.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2022,305100.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2023,402900.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2024,528400.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2025,628100.00,
https://www.viewpoint.ca/cutsheet/202606551/1/149-Todds-Island-Road-St-Margaret-039-s-Bay,40043903,2026,617100.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2008,400100,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2009,432900,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2010,462500,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2011,484600,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2012,551200,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2013,560500,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2014,569500,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2015,573200,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2016,563000,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2017,558800.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2018,554200.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2019,560700.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2020,566700.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2021,565300.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2022,605300.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2023,792200.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2024,953100.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2025,1052700.00,
https://www.viewpoint.ca/cutsheet/202605153/1/350-Viewmount-Drive-Head-Of-St-Margarets-Bay,00617480,2026,1061300.00,
